variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,migration_family
w6_M_q28b,Total House Shift Distance,total_house_shift_dist,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),221,221,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| If w6_M_q27_txt [House Shift Frequency] > 1 |,migration distance
w6_M_q28b_txt,Total House Shift Distance,total_house_shift_dist_txt,w6_M,bemp_w6_M.csv,bemp_w6_M_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),221,221,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,| If w6_M_q27_txt [House Shift Frequency] > 1 |,migration distance
w7_q146,Current Erosion (Home Village),crrnt_erosn_home_villg,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Perception (W1 Village),Current Erosion (Home Village),Is erosion currently happening?,,Single Choice,integer-coded,1851,1851,795,57.05,2,"[""1"", ""2""]","[""Yes"", ""No""]","{""1"": 625, ""2"": 170}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| |,environmental shock/exposure
w7_q156,Current Erosion (Migration Location),crrnt_erosn_migr_locat,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Perception (Migrants | Current),Current Erosion (Migration Location),Is erosion currently happening?,,Single Choice,integer-coded,1851,1851,15,99.19,2,"[""1"", ""2""]","[""Yes"", ""No""]","{""1"": 11, ""2"": 4}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | |",environmental shock/exposure
w7_q171,Current House Flooding (Home Village),crrnt_house_flood_home_villg,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (W1 Village),Current House Flooding (Home Village),"Right now, is your home still flooded?",,Single Choice,integer-coded,1851,1851,93,94.98,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 54, ""1"": 39}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w7_q169 [Flood (Home Village) House Flooded] = ""Yes"" |",environmental shock/exposure
w7_q183,Current House Flooding (Migration Location),crrnt_house_flood_migr_locat,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (Migrants | Current),Current House Flooding (Migration Location),"Right now, is your home still flooded?",,Single Choice,integer-coded,1851,1851,5,99.73,2,"[""1"", ""2""]","[""Yes"", ""No""]","{""1"": 3, ""2"": 2}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | If w7_q181 [Flood (Migration Location) House Flooded] = ""Yes"" |",environmental shock/exposure
w7_q172,Current Village Flooding (Home Village),crrnt_villg_flood_home_villg,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (W1 Village),Current Village Flooding (Home Village),"Right now, is there still flood water in {home village in wave 1}?",,Single Choice,integer-coded,1851,1851,690,62.72,2,"[""1"", ""2""]","[""Yes"", ""No""]","{""1"": 501, ""2"": 189}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If (w7_q171 [Current House Flooding (Home Village)] = ""No"" OR w7_q169 [Flood (Home Village) House Flooded] != ""Yes"") |",environmental shock/exposure
w7_q184,Current Village Flooding (Migration Location),crrnt_villg_flood_migr_locat,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (Migrants | Current),Current Village Flooding (Migration Location),"Right now, is there still flood water in {current location}?",,Single Choice,integer-coded,1851,1851,2,99.89,1,"[""1""]","[""Yes""]","{""1"": 2}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | If w7_q183 [Current House Flooding (Migration Location)] = ""No"" |",environmental shock/exposure
w7_q147,Erosion (Home Village) Duration,erosn_home_villg_durat,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Perception (W1 Village),Erosion (Home Village) Duration,How long did the erosion last?,,Single Choice,integer-coded,1851,1851,161,91.3,3,"[""1"", ""3"", ""2""]","[""[number of days]:"", ""[number of months]:"", ""[number of weeks]:""]","{""1"": 95, ""3"": 46, ""2"": 20}","{""1"": ""[number of days]:"", ""2"": ""[number of weeks]:"", ""3"": ""[number of months]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If (w7_q144 [Erosion (Home Village) Start Month] != ""DK"" AND w7_q144 [Erosion (Home Village) Start Month] != ""RA"" AND w7_q146 [Current Erosion (Home Village)] = ""No"") |",environmental shock/exposure
w7_q147_txt,Erosion (Home Village) Duration,erosn_home_villg_durat_txt,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Perception (W1 Village),Erosion (Home Village) Duration,How long did the erosion last?,,Open Text Box,continuous numeric,1851,1851,161,91.3,16,"[""1"", ""2"", ""15"", ""3"", ""7"", ""4"", ""10"", ""5""]","[""1"", ""2"", ""15"", ""3"", ""7"", ""4"", ""10"", ""5""]","{""1"": 36, ""2"": 31, ""15"": 16, ""3"": 15, ""7"": 12, ""4"": 11, ""10"": 10, ""5"": 10, ""6"": 6, ""20"": 5}","{""-55"": ""Missing by panel wave drop-out""}",,"| If (w7_q144 [Erosion (Home Village) Start Month] != ""DK"" AND w7_q144 [Erosion (Home Village) Start Month] != ""RA"" AND w7_q146 [Current Erosion (Home Village)] = ""No"") |",environmental shock/exposure
w7_q148,Erosion (Home Village) Impact Household,erosn_home_villg_impct_hh,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Impact and Coping (W1 Village),Erosion (Home Village) Impact Household,"Has last month’s erosion in {home village in wave 1} had an impact on your household? [note: if respondents start telling a story about how they have been affected by erosion in a previous year, politely focus them that now we are only interested in last month's erosion]",,Single Choice,integer-coded,1851,1851,807,56.4,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 525, ""1"": 282}","{""1"": ""Yes"", ""2"": ""No"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","If (w7_q141 [Erosion (Home Village) Occurrence] = ""Yes"" AND w7_q144 [Erosion (Home Village) Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"") | |",environmental shock/exposure
w7_q141,Erosion (Home Village) Occurrence,erosn_home_villg_occur,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Perception (W1 Village),Erosion (Home Village) Occurrence,"During the last month, has erosion occurred in {home village in wave 1}?",,Single Choice,integer-coded,1851,1851,1570,15.18,2,"[""1"", ""2""]","[""Yes"", ""No""]","{""1"": 807, ""2"": 763}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","| | If ""No"" is selected, skip to: End of Block",environmental shock/exposure
w7_q157,Erosion (Migration Location) Duration,erosn_migr_locat_durat,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Perception (Migrants | Current),Erosion (Migration Location) Duration,How long did the erosion last?,,Single Choice,integer-coded,1851,1851,2,99.89,1,"[""1""]","[""[number of days]:""]","{""1"": 2}","{""1"": ""[number of days]:"", ""2"": ""[number of weeks]:"", ""3"": ""[number of months]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | If (w7_q154 [Erosion (Migration Location) Start Month] != ""DK"" AND w7_q154 [Erosion (Migration Location) Start Month] != ""RA"" AND w7_q156 [Current Erosion (Migration Location)] = ""No"") |",environmental shock/exposure
w7_q157_txt,Erosion (Migration Location) Duration,erosn_migr_locat_durat_txt,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Perception (Migrants | Current),Erosion (Migration Location) Duration,How long did the erosion last?,,Open Text Box,integer-coded,1851,1851,2,99.89,2,"[""2"", ""7""]","[""2"", ""7""]","{""2"": 1, ""7"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,"If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | If (w7_q154 [Erosion (Migration Location) Start Month] != ""DK"" AND w7_q154 [Erosion (Migration Location) Start Month] != ""RA"" AND w7_q156 [Current Erosion (Migration Location)] = ""No"") |",environmental shock/exposure
w7_q158,Erosion (Migration Location) Impact Household,erosn_migr_locat_impct_hh,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Impact and Coping (Migrants | Current),Erosion (Migration Location) Impact Household,"Has last month’s erosion in {current location} had an impact on your household? [note: if respondents start telling a story about how they have been affected by erosion in a previous year, politely focus them that now we are only interested in last month's erosion]",,Single Choice,integer-coded,1851,1851,14,99.24,2,"[""1"", ""2""]","[""Yes"", ""No""]","{""1"": 8, ""2"": 6}","{""1"": ""Yes"", ""2"": ""No"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","If (w7_q152 [Erosion (Migration Location) Occurrence] = ""Yes"" AND w7_q154 [Erosion (Migration Location) Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"") | |",environmental shock/exposure
w7_q152,Erosion (Migration Location) Occurrence,erosn_migr_locat_occur,w7,bemp_w7.csv,bemp_w7_codebook.csv,Erosion 2022 - Perception (Migrants | Current),Erosion (Migration Location) Occurrence,"During the last month, has erosion occurred in {current location}?",,Single Choice,integer-coded,1851,1851,151,91.84,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 137, ""1"": 14}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | | If ""No"" is selected, skip to: End of Block",environmental shock/exposure
w7_q175b,Flood (Home Village) Duration,flood_home_villg_durat,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (W1 Village),Flood (Home Village) Duration,How long did the water stay in {home village in wave 1}?,,Single Choice,integer-coded,1851,1851,180,90.28,3,"[""1"", ""2"", ""3""]","[""[number of days]:"", ""[number of weeks]:"", ""[number of months]:""]","{""1"": 135, ""2"": 35, ""3"": 10}","{""1"": ""[number of days]:"", ""2"": ""[number of weeks]:"", ""3"": ""[number of months]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w7_q172 [Current Village Flooding (Home Village)] = ""No"" |",environmental shock/exposure
w7_q175b_txt,Flood (Home Village) Duration,flood_home_villg_durat_txt,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (W1 Village),Flood (Home Village) Duration,How long did the water stay in {home village in wave 1}?,,Open Text Box,integer-coded,1851,1851,180,90.28,17,"[""7"", ""10"", ""1"", ""15"", ""2"", ""20"", ""12"", ""4""]","[""7"", ""10"", ""1"", ""15"", ""2"", ""20"", ""12"", ""4""]","{""7"": 32, ""10"": 27, ""1"": 24, ""15"": 22, ""2"": 15, ""20"": 14, ""12"": 10, ""4"": 9, ""3"": 8, ""5"": 7}","{""-55"": ""Missing by panel wave drop-out""}",,"| If w7_q172 [Current Village Flooding (Home Village)] = ""No"" |",environmental shock/exposure
w7_q169,Flood (Home Village) House Flooded,flood_home_villg_house_fldd,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (W1 Village),Flood (Home Village) House Flooded,"During the last month, has your home been flooded?",,Single Choice,integer-coded,1851,1851,670,63.8,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 577, ""1"": 93}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","| If (w7_q168 [Flood (Home Village) Occurrence] = ""Yes"" AND w7_q1 [Respondent Current Location] = ""In {home village in wave 1}"") |",environmental shock/exposure
w7_q176,Flood (Home Village) Impact Household,flood_home_villg_impct_hh,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Impact and Coping (W1 Village),Flood (Home Village) Impact Household,"Has last month’s flooding in {home village in wave 1} had an impact on your household? [note: if respondents start telling a story about how they have been affected by flooding in a previous year, politely focus them that now we are only interested in the flooding of the last month]",,Single Choice,integer-coded,1851,1851,731,60.51,2,"[""1"", ""2""]","[""Yes"", ""No""]","{""1"": 448, ""2"": 283}","{""1"": ""Yes"", ""2"": ""No"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","If (w7_q168 [Flood (Home Village) Occurrence] = ""Yes"" AND w7_q173a [Flood (Home Village) House Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"" AND w7_q173b [Flood (Home Village) Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"") | |",environmental shock/exposure
w7_q168,Flood (Home Village) Occurrence,flood_home_villg_occur,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (W1 Village),Flood (Home Village) Occurrence,"During the last month, has there been flood water in {home village in wave 1}?",,Single Choice,integer-coded,1851,1851,1574,14.96,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 843, ""1"": 731}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","| | If ""No"" is selected, skip to: End of Block",environmental shock/exposure
w7_q187b,Flood (Migration Location) Duration,flood_migr_locat_durat,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (Migrants | Current),Flood (Migration Location) Duration,How long did the water stay in {current location}?,,Single Choice,undetermined (no valid values),1851,1851,0,100.0,0,[],[],{},"{""1"": ""[number of days]:"", ""2"": ""[number of weeks]:"", ""3"": ""[number of months]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | If w7_q184 [Current Village Flooding (Migration Location)] = ""No"" |",environmental shock/exposure
w7_q187b_txt,Flood (Migration Location) Duration,flood_migr_locat_durat_txt,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (Migrants | Current),Flood (Migration Location) Duration,How long did the water stay in {current location}?,,Open Text Box,undetermined (no valid values),1851,1851,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,"If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | If w7_q184 [Current Village Flooding (Migration Location)] = ""No"" |",environmental shock/exposure
w7_q181,Flood (Migration Location) House Flooded,flood_migr_locat_house_fldd,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (Migrants | Current),Flood (Migration Location) House Flooded,"During the last month, has your home in {current location} been flooded?",,Single Choice,integer-coded,1851,1851,24,98.7,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 19, ""1"": 5}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | If w7_q180 [Flood (Migration Location) Occurrence] = ""Yes"" |",environmental shock/exposure
w7_q188,Flood (Migration Location) Impact Household,flood_migr_locat_impct_hh,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Impact and Coping (Migrants | Current),Flood (Migration Location) Impact Household,"Has last month’s flooding in {current location} had an impact on your household? [note: if respondents start telling a story about how they have been affected by flooding in a previous year, politely focus them that now we are only interested in the flooding of the last month]",,Single Choice,integer-coded,1851,1851,24,98.7,2,"[""1"", ""2""]","[""Yes"", ""No""]","{""1"": 16, ""2"": 8}","{""1"": ""Yes"", ""2"": ""No"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","If (w7_q180 [Flood (Migration Location) Occurrence] = ""Yes"" AND w7_q185a [Flood (Migration Location) House Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"" AND w7_q185b [Flood (Migration Location) Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"") | |",environmental shock/exposure
w7_q180,Flood (Migration Location) Occurrence,flood_migr_locat_occur,w7,bemp_w7.csv,bemp_w7_codebook.csv,Flooding 2022 - Perception (Migrants | Current),Flood (Migration Location) Occurrence,"During the last month, has there been flood water in {current location}?",,Single Choice,integer-coded,1851,1851,151,91.84,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 127, ""1"": 24}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","If (w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q1 [Respondent Current Location] = ""In another location"") | | If ""No"" is selected, skip to: End of Block",environmental shock/exposure
w7_q21,House Shift Distance,house_shift_dist,w7,bemp_w7.csv,bemp_w7_codebook.csv,Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Single Choice,integer-coded,1851,1851,72,96.11,5,"[""1"", ""3"", ""5"", ""2"", ""4""]","[""[minutes walking time]:"", ""[kilometers]:"", ""[hands]:"", ""[meters]:"", ""[miles]:""]","{""1"": 53, ""3"": 8, ""5"": 5, ""2"": 4, ""4"": 2}","{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w7_q20 [House Shift Frequency] = ""Yes [enter number of times]"" |",migration distance
w7_q21_txt,House Shift Distance,house_shift_dist_txt,w7,bemp_w7.csv,bemp_w7_codebook.csv,Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,continuous numeric,1851,1851,75,95.95,20,"[""2"", ""1"", ""5"", ""10"", ""15"", ""3"", ""20"", ""30""]","[""2"", ""1"", ""5"", ""10"", ""15"", ""3"", ""20"", ""30""]","{""2"": 11, ""1"": 10, ""5"": 9, ""10"": 9, ""15"": 7, ""3"": 5, ""20"": 4, ""30"": 4, ""500"": 3, ""0.5"": 3}","{""-55"": ""Missing by panel wave drop-out""}",,"| If w7_q20 [House Shift Frequency] = ""Yes [enter number of times]"" |",migration distance
w7_q24a,Household Member Migration,hh_membr_migr,w7,bemp_w7.csv,bemp_w7_codebook.csv,Migration,Household Member Migration,"Within the last four months, have you or members of your household left for another place to live or work there?",,Single Choice,integer-coded,1851,1851,1509,18.48,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 1223, ""1"": 286}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last 5 years in w1, to the last year in the other in-person surveys (w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","| If (w7_q1 [Respondent Current Location] = ""In {home village in wave 1}"" OR w7_q1 [Respondent Current Location] = ""In {previous migration destination}"" OR w7_q6 [Respondent Current Location Same or Different Village] = ""{home village in wave 1}"" OR w7_q6 [Respondent Current Location Same or Different Village] = ""{previous migration destination}"") |",individual-versus-household movement
w7_q61,Migration Family Member City,migr_fam_membr_city,w7,bemp_w7.csv,bemp_w7_codebook.csv,"Migrant History - Spouse, Child, Sibling",Migration Family Member City,What is the name of the city to which he/she went?,,Single Choice,integer-coded,1851,1851,114,93.84,10,"[""1"", ""2"", ""18"", ""7"", ""9"", ""4"", ""10"", ""5""]","[""Dhaka"", ""Tangail"", ""Other:"", ""Gazipur"", ""Narayanganj"", ""Jamalpur"", ""Bogura"", ""Mymensingh""]","{""1"": 68, ""2"": 18, ""18"": 9, ""7"": 8, ""9"": 4, ""4"": 2, ""10"": 2, ""5"": 1, ""12"": 1, ""11"": 1}","{""1"": ""Dhaka"", ""2"": ""Tangail"", ""3"": ""Nagarpur"", ""4"": ""Jamalpur"", ""5"": ""Mymensingh"", ""6"": ""Chittagong"", ""7"": ""Gazipur"", ""8"": ""Munshiganj"", ""9"": ""Narayanganj"", ""10"": ""Bogura"", ""11"": ""Gaibandha"", ""12"": ""Manikganj"", ""13"": ""Noakhali"", ""14"": ""Rangpur"", ""15"": ""Bhola"", ""16"": ""Sirajganj"", ""18"": ""Other:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","If the spouse/child/sibling moved more than once, then the questions in this block refer to the first of these moves. Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.","If (w7_q25 [Migration Participants] = ""Spouse"" OR w7_q25x5_txt [Migration Participants] > 0 OR w7_q25x6_txt [Migration Participants] > 0 OR w7_q25x7_txt [Migration Participants] > 0 OR w7_q25x8_txt [Migration Participants] > 0 OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Spouse - Different location"" OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Brother [enter number]: - Different location"" OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Sister [enter number]: - Different location"" OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Son [enter number]: - Different location"" OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Daughter [enter number]: - Different location"") AND (w7_q1 [Respondent Current Location] != ""In another location"" AND w7_q25 [Migration Participants] != ""Respondent"") AND w7_reg4 [Respondent Type] = ""Household head (code ending in -H)"" | If w7_q60 [Migration Family Member Rural Urban] = ""City"" |",move/destination outcome
w7_q61_txt,Migration Family Member City,migr_fam_membr_city_txt,w7,bemp_w7.csv,bemp_w7_codebook.csv,"Migrant History - Spouse, Child, Sibling",Migration Family Member City,What is the name of the city to which he/she went?,,Open Text Box,string,1851,1851,9,99.51,9,"[""সিলেট"", ""Sylhet"", ""khulna"", ""lalmonir hat"", ""বগুরা"", ""কিশোরগঞ্জ"", ""Savar"", ""Kurigram""]","[""সিলেট"", ""Sylhet"", ""khulna"", ""lalmonir hat"", ""বগুরা"", ""কিশোরগঞ্জ"", ""Savar"", ""Kurigram""]","{""সিলেট"": 1, ""Sylhet"": 1, ""khulna"": 1, ""lalmonir hat"": 1, ""বগুরা"": 1, ""কিশোরগঞ্জ"": 1, ""Savar"": 1, ""Kurigram"": 1, ""Barishal"": 1}","{""-55"": ""Missing by panel wave drop-out""}","If the spouse/child/sibling moved more than once, then the questions in this block refer to the first of these moves. Whether this question refers to the respondent's spouse, child, or sibling is stored in the \hyperlink{TreatmentVariables}{Treatment Variables}.","If (w7_q25 [Migration Participants] = ""Spouse"" OR w7_q25x5_txt [Migration Participants] > 0 OR w7_q25x6_txt [Migration Participants] > 0 OR w7_q25x7_txt [Migration Participants] > 0 OR w7_q25x8_txt [Migration Participants] > 0 OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Spouse - Different location"" OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Brother [enter number]: - Different location"" OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Sister [enter number]: - Different location"" OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Son [enter number]: - Different location"" OR w7_q17 [Respondent Current Migration Non-Companions Location] = ""Daughter [enter number]: - Different location"") AND (w7_q1 [Respondent Current Location] != ""In another location"" AND w7_q25 [Migration Participants] != ""Respondent"") AND w7_reg4 [Respondent Type] = ""Household head (code ending in -H)"" | If w7_q60 [Migration Family Member Rural Urban] = ""City"" |",move/destination outcome
